ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
612000378,Photo,Gray Catbird,Dumetella carolinensis,,,Robin Hartley,2025-10-08,2025,10,8,610,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Male – 1,,,,,,,,,,,S9000000276,,,,,,,,,4750,,4.49,38,,,
612000379,Photo,Brown Creeper,Certhia americana,,,Robin Hartley,2025-10-14,2025,10,14,640,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,,Foraging or Eating,,,,,,,,,,S9000000277,,,,,,,,,4350,,3.63,20,,,
612000380,Photo,House Finch,Haemorhous mexicanus,,,Robin Hartley,2025-10-21,2025,10,21,710,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Female – 1; Juvenile – 1,Nest Building,,,,,,,,,,S9000000281,,,,,,,,,4950,,4.11,13,,,
612000381,Video,Song Sparrow,Melospiza melodia,,,Robin Hartley,2025-10-25,2025,10,25,845,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,Carrying Food,,,,,,,,,,S9000000282,,,,,,,,,5230,,4.35,40,,,
612000382,Video,Northern Harrier,Circus hudsonius,,,Robin Hartley,2025-10-25,2025,10,25,1540,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,,,,,,,,,,,S9000000282,,,,,,,,,3050,,3.79,29,,,
612000383,Photo,Chipping Sparrow,Spizella passerina,,,Robin Hartley,2025-10-25,2025,10,25,705,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Juvenile – 1,,,,,,,,,,,S9000000283,,,,,,,,,5100,,3.46,37,,,
612000384,Audio,Pied-billed Grebe,Podilymbus podiceps,,,Robin Hartley,2025-10-25,2025,10,25,650,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,Call; Song,,,,,,,,,,S9000000283,,,,,,,,,490,,4.89,26,,,
612000385,Audio,Cooper’s Hawk,Astur cooperii,,,Robin Hartley,2025-10-25,2025,10,25,850,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,,,,,,,,,,,S9000000283,,,,,,,,,3100,,4.60,27,,,
612000386,Photo,Cooper’s Hawk,Astur cooperii,,,Robin Hartley,2025-10-25,2025,10,25,1220,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,,,,,,,,,,,S9000000283,,,,,,,,,3100,,4.48,35,,,
612000387,Photo,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2025-10-25,2025,10,25,1100,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,,,,,,,,,,,S9000000283,,,,,,,,,5600,,4.39,21,,,
612000388,Photo,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2025-10-25,2025,10,25,1710,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,,,,,,,,,,,S9000000283,,,,,,,,,5600,,4.30,2,,,
612000389,Photo,Ruby-crowned Kinglet,Corthylio calendula,,,Robin Hartley,2025-10-25,2025,10,25,700,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,,,,,,,,,,,S9000000284,,,,,,,,,4520,,3.38,40,,,
612000390,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2025-10-31,2025,10,31,1805,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Female – 1,,,,,,,,,,,S9000000285,,,,,,,,,4900,,3.38,33,,,
612000391,Video,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2025-11-04,2025,11,4,1645,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000287,,,,,,,,,4250,,3.88,9,,,
612000392,Photo,Northern Mockingbird,Mimus polyglottos,,,Robin Hartley,2025-11-04,2025,11,4,1720,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Male – 1,Carrying Food,,,,,,,,,,S9000000287,,,,,,,,,4790,,3.49,22,,,
612000393,Photo,American Black Duck,Anas rubripes,,,Robin Hartley,2025-11-04,2025,11,4,1245,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Female – 1,,,,,,,,,,,S9000000288,,,,,,,,,365,,4.27,12,,,
612000394,Photo,Savannah Sparrow,Passerculus sandwichensis,,,Robin Hartley,2025-11-04,2025,11,4,1645,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Immature – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000288,,,,,,,,,5210,,4.80,29,,,
612000395,Photo,Savannah Sparrow,Passerculus sandwichensis,,,Robin Hartley,2025-11-04,2025,11,4,1400,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Female – 1,,,,,,,,,,,S9000000288,,,,,,,,,5210,,4.66,11,,,
612000396,Photo,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2025-11-06,2025,11,6,1415,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000289,,,,,,,,,4000,,3.33,14,,,
612000397,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2025-11-06,2025,11,6,710,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Male – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000290,,,,,,,,,4900,,3.46,31,,,
612000398,Video,Fox Sparrow,Passerella iliaca,,,Robin Hartley,2025-11-06,2025,11,6,1500,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Male – 1,,,,,,,,,,,S9000000290,,,,,,,,,5140,,4.92,4,,,
612000399,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2025-11-12,2025,11,12,1040,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Female – 1,,,,,,,,,,,S9000000292,,,,,,,,,4600,,3.35,24,,,
612000400,Photo,Double-crested Cormorant,Nannopterum auritum,,,Robin Hartley,2025-11-12,2025,11,12,620,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Immature – 1,,,,,,,,,,,S9000000292,,,,,,,,,2700,,3.60,28,,,
612000401,Photo,House Finch,Haemorhous mexicanus,,,Robin Hartley,2025-11-12,2025,11,12,1030,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,,,,,,,,,,,S9000000292,,,,,,,,,4950,,4.96,33,,,
612000402,Video,House Finch,Haemorhous mexicanus,,,Robin Hartley,2025-11-12,2025,11,12,1630,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,Feeding Young,,,,,,,,,,S9000000292,,,,,,,,,4950,,4.00,35,,,
612000403,Photo,American Robin,Turdus migratorius,,,Robin Hartley,2025-11-12,2025,11,12,1745,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Female – 1,Carrying Food; Flying,,,,,,,,,,S9000000292,,,,,,,,,4700,,3.35,2,,,
612000404,Photo,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2025-11-20,2025,11,20,1820,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Male – 1,Foraging or Eating,,,,,,,,,,S9000000294,,,,,,,,,5600,,3.52,11,,,
612000405,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Robin Hartley,2025-11-23,2025,11,23,1050,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Juvenile – 1,,,,,,,,,,,S9000000295,,,,,,,,,5550,,4.57,13,,,
612000406,Photo,American Crow,Corvus brachyrhynchos,,,Robin Hartley,2025-11-23,2025,11,23,900,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Unknown – 1; Juvenile – 1,Feeding Young,,,,,,,,,,S9000000296,,,,,,,,,4050,,3.71,13,,,
612000407,Audio,American Coot,Fulica americana,,,Robin Hartley,2025-11-23,2025,11,23,810,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,,Vocalizing,,,,,,,,,,S9000000297,,,,,,,,,1700,,4.16,38,,,
612000408,Video,White-throated Sparrow,Zonotrichia albicollis,,,Robin Hartley,2025-11-23,2025,11,23,1500,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Male – 1,,,,,,,,,,,S9000000297,,,,,,,,,5180,,3.75,23,,,
612000409,Photo,Canada Goose,Branta canadensis,,,Robin Hartley,2025-11-27,2025,11,27,815,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Juvenile – 1,,,,,,,,,,,S9000000298,,,,,,,,,257,,3.18,38,,,
612000410,Audio,Canada Goose,Branta canadensis,,,Robin Hartley,2025-11-27,2025,11,27,715,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,Song; Vocalizing,,,,,,,,,,S9000000298,,,,,,,,,257,,4.92,27,,,
612000411,Photo,Canada Goose,Branta canadensis,,,Robin Hartley,2025-11-27,2025,11,27,930,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000299,,,,,,,,,257,,3.19,4,,,
612000412,Photo,Canada Goose,Branta canadensis,,,Robin Hartley,2025-11-27,2025,11,27,645,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1; Immature – 1,,,,,,,,,,,S9000000299,,,,,,,,,257,,3.17,9,,,
612000413,Photo,Great Black-backed Gull,Larus marinus,,,Robin Hartley,2025-11-30,2025,11,30,1150,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1; Immature – 1,,,,,,,,,,,S9000000301,,,,,,,,,2490,,4.65,24,,,
612000414,Photo,Great Horned Owl,Bubo virginianus,,,Robin Hartley,2025-11-30,2025,11,30,1105,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1; Immature – 1,,,,,,,,,,,S9000000301,,,,,,,,,3320,,4.08,14,,,
612000415,Audio,Great Horned Owl,Bubo virginianus,,,Robin Hartley,2025-11-30,2025,11,30,610,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,,Song; Vocalizing,,,,,,,,,,S9000000301,,,,,,,,,3320,,3.68,6,,,
612000416,Photo,Ruby-crowned Kinglet,Corthylio calendula,,,Robin Hartley,2025-11-30,2025,11,30,1100,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,Flying,,,,,,,,,,S9000000301,,,,,,,,,4520,,3.22,35,,,
612000417,Photo,Ruby-crowned Kinglet,Corthylio calendula,,,Robin Hartley,2025-11-30,2025,11,30,1340,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Immature – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000301,,,,,,,,,4520,,3.08,28,,,
612000418,Audio,White-throated Sparrow,Zonotrichia albicollis,,,Robin Hartley,2025-11-30,2025,11,30,650,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1; Adult Male – 1,,,,,,,,,,,S9000000302,,,,,,,,,5180,,4.56,19,,,
612000419,Audio,White-throated Sparrow,Zonotrichia albicollis,,,Robin Hartley,2025-11-30,2025,11,30,705,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,,,,,,,,,,,,S9000000302,,,,,,,,,5180,,4.82,37,,,
612000420,Photo,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2025-11-30,2025,11,30,1400,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Female – 1,,,,,,,,,,,S9000000302,,,,,,,,,4250,,3.74,35,,,
612000421,Audio,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2025-12-06,2025,12,6,810,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,,,,,,,,,,,S9000000303,,,,,,,,,2450,,3.95,20,,,
612000422,Audio,Red-breasted Merganser,Mergus serrator,,,Robin Hartley,2025-12-08,2025,12,8,700,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Male – 1,,,,,,,,,,,S9000000304,,,,,,,,,450,,3.19,8,,,
612000423,Photo,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2025-12-08,2025,12,8,1130,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1; Adult Male – 1,Foraging or Eating,,,,,,,,,,S9000000304,,,,,,,,,2450,,3.81,17,,,
612000424,Photo,Mute Swan,Cygnus olor,,,Robin Hartley,2025-12-08,2025,12,8,720,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Juvenile – 1,,,,,,,,,,,S9000000305,,,,,,,,,278,,3.69,40,,,
612000425,Photo,American Crow,Corvus brachyrhynchos,,,Robin Hartley,2025-12-08,2025,12,8,1220,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,,,,,,,,,,,S9000000305,,,,,,,,,4050,,4.05,15,,,
612000426,Video,Bufflehead,Bucephala albeola,,,Robin Hartley,2025-12-08,2025,12,8,1505,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000305,,,,,,,,,430,,4.43,17,,,
612000427,Photo,Merlin,Falco columbarius,,,Robin Hartley,2025-12-14,2025,12,14,1350,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Female – 1,,,,,,,,,,,S9000000308,,,,,,,,,3720,,4.60,20,,,
612000428,Photo,Red-breasted Merganser,Mergus serrator,,,Robin Hartley,2025-12-17,2025,12,17,1215,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,"Courtship, Display, or Copulation; Flying",,,,,,,,,,S9000000309,,,,,,,,,450,,4.37,35,,,
612000429,Photo,Northern Shoveler,Spatula clypeata,,,Robin Hartley,2025-12-21,2025,12,21,1415,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Unknown – 1,,,,,,,,,,,S9000000311,,,,,,,,,320,,3.53,10,,,
612000430,Photo,Northern Shoveler,Spatula clypeata,,,Robin Hartley,2025-12-21,2025,12,21,1500,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Unknown – 1,,,,,,,,,,,S9000000311,,,,,,,,,320,,4.81,34,,,
612000431,Photo,Herring Gull,Larus argentatus,,,Robin Hartley,2025-12-26,2025,12,26,700,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Juvenile – 1,,,,,,,,,,,S9000000312,,,,,,,,,2470,,4.22,15,,,
612000432,Photo,Yellow-rumped Warbler,Setophaga coronata,,,Robin Hartley,2025-12-26,2025,12,26,1410,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,,,,,,,,,,,S9000000312,,,,,,,,,5960,,4.53,37,,,
612000433,Photo,Yellow-rumped Warbler,Setophaga coronata,,,Robin Hartley,2025-12-26,2025,12,26,1330,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Unknown – 1,Flying,,,,,,,,,,S9000000312,,,,,,,,,5960,,4.35,33,,,
612000434,Photo,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2025-12-30,2025,12,30,1010,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Male – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000313,,,,,,,,,4300,,4.76,19,,,
612000435,Photo,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2025-12-30,2025,12,30,940,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,,,,,,,,,,,S9000000313,,,,,,,,,4300,,3.97,38,,,
612000436,Photo,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2025-12-30,2025,12,30,1405,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Juvenile – 1,Feeding Young,,,,,,,,,,S9000000313,,,,,,,,,4000,,3.85,19,,,
612000437,Photo,Cooper’s Hawk,Astur cooperii,,,Robin Hartley,2026-01-04,2026,1,4,1205,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Female – 1,Carrying Food,,,,,,,,,,S9000000314,,,,,,,,,3100,,3.42,11,,,
612000438,Photo,Mourning Dove,Zenaida macroura,,,Robin Hartley,2026-01-04,2026,1,4,1120,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000314,,,,,,,,,1100,,3.88,17,,,
612000439,Video,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2026-01-10,2026,1,10,650,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,Foraging or Eating,,,,,,,,,,S9000000315,,,,,,,,,4000,,4.76,35,,,
612000440,Photo,Yellow-rumped Warbler,Setophaga coronata,,,Robin Hartley,2026-01-10,2026,1,10,720,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Unknown – 1,,,,,,,,,,,S9000000315,,,,,,,,,5960,,4.21,37,,,
612000441,Photo,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2026-01-10,2026,1,10,800,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000315,,,,,,,,,2450,,4.19,18,,,
612000442,Photo,Green-winged Teal,Anas crecca,,,Robin Hartley,2026-01-20,2026,1,20,1640,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,Feeding Young,,,,,,,,,,S9000000318,,,,,,,,,380,,3.32,33,,,
612000443,Photo,Green-winged Teal,Anas crecca,,,Robin Hartley,2026-01-20,2026,1,20,945,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000318,,,,,,,,,380,,4.41,29,,,
612000444,Video,Dark-eyed Junco,Junco hyemalis,,,Robin Hartley,2026-01-20,2026,1,20,1250,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Unknown – 1,,,,,,,,,,,S9000000319,,,,,,,,,5160,,3.31,16,,,
612000445,Video,Hermit Thrush,Catharus guttatus,,,Robin Hartley,2026-01-20,2026,1,20,605,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,,,,,,,,,,,,S9000000319,,,,,,,,,4660,,3.26,14,,,
612000446,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Robin Hartley,2026-01-23,2026,1,23,620,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Unknown – 1,Foraging or Eating; Carrying Food,,,,,,,,,,S9000000320,,,,,,,,,3500,,3.00,36,,,
612000447,Photo,Fox Sparrow,Passerella iliaca,,,Robin Hartley,2026-01-29,2026,1,29,1750,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Juvenile – 1; Juvenile – 1,"Preening, Scratching, or Bathing; Foraging or Eating",,,,,,,,,,S9000000321,,,,,,,,,5140,,3.78,8,,,
612000448,Photo,Great Black-backed Gull,Larus marinus,,,Robin Hartley,2026-02-05,2026,2,5,1445,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Unknown – 1,,,,,,,,,,,S9000000323,,,,,,,,,2490,,3.19,3,,,
612000449,Photo,Hooded Merganser,Lophodytes cucullatus,,,Robin Hartley,2026-02-05,2026,2,5,920,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult Female – 1,Feeding Young,,,,,,,,,,S9000000323,,,,,,,,,440,,4.86,6,,,
612000450,Photo,Northern Cardinal,Cardinalis cardinalis,,,Robin Hartley,2026-02-08,2026,2,8,1250,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Juvenile – 1,,,,,,,,,,,S9000000324,,,,,,,,,6150,,4.08,35,,,
612000451,Photo,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2026-02-12,2026,2,12,1800,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Juvenile – 1,,,,,,,,,,,S9000000326,,,,,,,,,4250,,3.61,35,,,
612000452,Photo,White-throated Sparrow,Zonotrichia albicollis,,,Robin Hartley,2026-02-12,2026,2,12,820,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,Nest Building,,,,,,,,,,S9000000326,,,,,,,,,5180,,3.18,26,,,
612000453,Photo,Great Blue Heron,Ardea herodias,,,Robin Hartley,2026-02-14,2026,2,14,940,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,,,,,,,,,,,S9000000327,,,,,,,,,2800,,3.52,17,,,
612000454,Photo,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2026-02-16,2026,2,16,1345,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Immature – 1; Immature – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000328,,,,,,,,,5600,,3.84,23,,,
612000455,Photo,Mourning Dove,Zenaida macroura,,,Robin Hartley,2026-02-16,2026,2,16,940,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Juvenile – 1,,,,,,,,,,,S9000000328,,,,,,,,,1100,,3.88,25,,,
612000456,Photo,Mourning Dove,Zenaida macroura,,,Robin Hartley,2026-02-16,2026,2,16,1010,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,Nest Building,,,,,,,,,,S9000000328,,,,,,,,,1100,,3.58,15,,,
612000457,Photo,Black-capped Chickadee,Poecile atricapillus,,,Robin Hartley,2026-02-16,2026,2,16,1600,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,,,,,,,,,,,S9000000329,,,,,,,,,4200,,4.98,15,,,
612000458,Photo,Black-capped Chickadee,Poecile atricapillus,,,Robin Hartley,2026-02-16,2026,2,16,1530,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,,,,,,,,,,,S9000000329,,,,,,,,,4200,,3.21,11,,,
612000459,Audio,Red-tailed Hawk,Buteo jamaicensis,,,Robin Hartley,2026-02-16,2026,2,16,800,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,Vocalizing; Call,,,,,,,,,,S9000000329,,,,,,,,,3250,,3.67,24,,,
612000460,Photo,Great Blue Heron,Ardea herodias,,,Robin Hartley,2026-02-16,2026,2,16,1305,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Juvenile – 1,,,,,,,,,,,S9000000329,,,,,,,,,2800,,3.96,15,,,
612000461,Photo,Great Black-backed Gull,Larus marinus,,,Robin Hartley,2026-02-22,2026,2,22,1620,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Female – 1,,,,,,,,,,,S9000000331,,,,,,,,,2490,,3.42,36,,,
612000462,Photo,Green-winged Teal,Anas crecca,,,Robin Hartley,2026-03-01,2026,3,1,1715,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Juvenile – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000334,,,,,,,,,380,,4.27,36,,,
612000463,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2026-03-01,2026,3,1,740,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,"Nest Building; Preening, Scratching, or Bathing",,,,,,,,,,S9000000334,,,,,,,,,1000,,3.68,6,,,
612000464,Photo,Mourning Dove,Zenaida macroura,,,Robin Hartley,2026-03-08,2026,3,8,920,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1; Juvenile – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000337,,,,,,,,,1100,,4.87,18,,,
612000465,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Robin Hartley,2026-03-08,2026,3,8,950,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Immature – 1,Nest Building,,,,,,,,,,S9000000337,,,,,,,,,3500,,3.91,29,,,
612000466,Photo,Song Sparrow,Melospiza melodia,,,Robin Hartley,2026-03-08,2026,3,8,1505,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000337,,,,,,,,,5230,,4.48,16,,,
612000467,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Robin Hartley,2026-03-11,2026,3,11,1205,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Juvenile – 1,,,,,,,,,,,S9000000338,,,,,,,,,4850,,3.71,23,,,
612000468,Photo,American Crow,Corvus brachyrhynchos,,,Robin Hartley,2026-03-11,2026,3,11,810,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Female – 1; Juvenile – 1,,,,,,,,,,,S9000000338,,,,,,,,,4050,,3.25,19,,,
612000469,Audio,Red-breasted Nuthatch,Sitta canadensis,,,Robin Hartley,2026-03-11,2026,3,11,815,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,,Vocalizing,,,,,,,,,,S9000000338,,,,,,,,,4320,,3.65,21,,,
612000470,Video,American Black Duck,Anas rubripes,,,Robin Hartley,2026-03-17,2026,3,17,1545,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000340,,,,,,,,,365,,3.89,20,,,
612000471,Photo,Double-crested Cormorant,Nannopterum auritum,,,Robin Hartley,2026-03-17,2026,3,17,720,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Male – 1,Nest Building,,,,,,,,,,S9000000340,,,,,,,,,2700,,4.76,28,,,
